"","movieTitle","score","regDate","wom"
"4413","아수라",8,"2013-05-20","8.0별기대 안했으나 진지한 주제를 숨가쁘게 풀어낸 몰입도 높은 애니.                    "
"9536","노는 계집 창",6,"2013-05-09","6.0아무리 그래도 여고생이 할 수 있겠나..고개를 갸웃할 수도 있다.그러나 내 바람은 확고하다.""이 년아 소개비 10만 원 내놓고 가야지 "" 말이 끝나기 무섭게 밥상 엎고 "" 이 새끼야 소개소 가서 받아!"" 비록 사람을 해치는 한이 있더라도 그랬어야 했다.이런 영화를 보면 언제나 씁쓸해진다.                    "
"8312","26년",0,"2013-05-15","0.0역사왜곡영화                    [2]                    "
"7072","깡철이",10,"2013-10-01","10.0영화와 함께 성장하는 울 유아인.. 기대를 저버리지 않는 연기력과 감성면 모두 최고입니다. .보는내내 가슴이 먹먹하고 찡한 감동을 느꼈습니다.                    "
"3170","레미제라블",10,"2014-11-09","10.0Who am I.......                    "
"6922","위대한 밀로크로제",6,"2013-01-15","6.0생각보다는 재미있었습니다. 조금 졸리긴하지만요..ㅎㅎㅎㅎ                    "
"6065","트와일라잇",8,"2015-01-08","8.0로맨스 판타지의 정석                    "
"1419","또 하나의 약속",1,"2014-02-13","1.0완전 과장된 허구 의식영화네                    [8]                    "
"9538","설국열차",10,"2013-08-04","10.0현대사회 인류 보편의 문제의식을 지닌 최고의 영화                    "
"1721","런닝맨",10,"2013-04-06","10.0영화보는내내 스릴있고 내용있고 쩜 오버되는 설정도 나름 재미를 더해주는것 같아 갠적으로 좋았답니다 오랫만에 즐겁게 웃을수 있는 영화를 봤네요...강추합니다^^                    "
"4000","애프터 어스",10,"2014-08-08","10.0두려움은 진짜가 아니야, 선택이야가 이 영화가 말하고자 하는 것. 아버지와 아들이 출연할 수밖에 없는 이유는 영화를 진짜로 보다보면 답이 있죠. 명량에서 이순신이 하는 말과 같은 말이어요. 갠적으로 아주 좋은 웰메이드영화라고 생각해요.                    "
"7732","오늘의 연애",10,"2015-01-17","10.0채원씨! 예쁘고 연기 인상적이었요~                    "
"9697","군도:민란의 시대",6,"2014-07-28","6.0하정우 캐릭터..예고편이나 포스터로 봤을때 기대가 컸는데...제대로 민폐캐릭터...;;; 강동원은 존잘 ㅜㅜㅜㅜㅜㅜㅜ                    "
"412","레미제라블",7,"2013-01-04","7.0음악이나 미술은 훌륭하고 관객의 감정을 컨트롤할줄은 아는것 같은데, 영화 자체로서는...?                    "
"8681","변호인",10,"2014-01-03","10.0말이 필요없다. 꼭 봐야될 영화다.                    "
"9548","위대한 개츠비",10,"2013-05-18","10.0영화에서 나오는 인물과 배경이 마음에들고 극적인 전개와 스릴넘치는 구성이 또한 마음에 쏙들어 10점 만점을 준 것입니다.                    "
"3676","우먼 인 블랙",6,"2013-11-12","6.0원인 과정 결과가 모두 미적지근한 공포영화집안의 영혼씬이 너무 맥아리없는 전개. ㅠㅠ                    "
"4359","타짜-신의 손",0,"2014-09-09","0.0정말 돈아깝고 시간아깝고.....왜 봤는지.....난 이 영화때문에 내가 좋아했던 배우들이 너무 돈에 쫓겨사는구나 싶네요....당신들 얼굴믿고 영화보는 사람들도 있다는거 좀 아셨으면 하는데.....투자자들은 성공할꺼라 생각하고 투자하는가 아님 이 영화 한 내용처럼 기획당하신건지.....                    "
"4964","미키 루크의 추적자",10,"2013-01-19","10.0예전 추억 떠오르네 정말 재밌게 본영화                    "
"5450","안나 카레니나",6,"2013-03-24","6.0감동을 받지는못했다. 중간중간 잠이너무쏟아지는데  지금까지영화보면서 잠자기는 첨인것같다.따분하고지루했음.ㅜㅜ  책으로 읽는것이 더 나음.                    "
"5477","메이즈 러너",9,"2014-09-29","9.0재밌던데                    "
"1405","리미의 추측",6,"2014-03-18","6.0배우 한사람의 연기로 만족하기엔 조금 나른하고 산만한 이야기 - 리미의 추측(2008)                    "
"4044","천안함 프로젝트",10,"2013-09-08","10.0이곳 평점란에도 나랏일하시는 분들 참 많네.. 악플 달더라도 꼭좀 보고나서 일하시게..ㅋㅋㅋ PD수첩 그것이알고싶다 같은 분위기.. 쇠뇌된 머릿속의 녹과 때를 씻어주는 다큐영화..                    "
"1672","변호인",0,"2013-12-23","0.0다들 광적으로 10점주는데.. 골직히 완성도가떨어지고의미없는 감정자극 신이 가득찼습니다 더 파이브수준...                    [2]                    "
"4213","명량",10,"2014-08-08","10.0우리나라에 영화 전문가들이 엄청 많군요. 이게 영점이면 도대체 어떤영화가 재미있는건지 궁금하네요~ 감동있게 잘봤습니다. 물론 단점도 있지만 재미있었습니다~~^^                    "
"1082","롤러코스터",1,"2013-12-16","1.0보는동안 한번도 안웃은 개그영화                    "
"3618","늑대소년",10,"2013-01-20","10.0배우들 연기력도 돋보였고, 순수하고 따뜻한 동화같은 영화였다                    "
"4035","박물관이 살아있다 : 비밀의 무덤",6,"2015-03-03","6.0쥔공 래리의 아들역은 전작에서 출연했던 아역인줄 알았는데...갠적으로 볼거리와 신기한 것들이 제일 많았던 건 두번째 시리즈...다음 시리즈도 계속 만들어졌으면 좋겠다...배우 故 로빈 윌리암스...ㅠ_ㅠ                    "
"223","취우",6,"2014-07-09","6.0갑작스러움에 자기 것만 챙기는 마냥 불편한 인간군상                    "
"6853","7번방의 선물",10,"2013-05-30","10.0너무 슬프잖아 ㅜㅜ                    "
"1183","불안한 외출",0,"2014-10-15","0.0제정신이신가                    "
"5548","워킹걸",0,"2015-01-07","0.0알바들은 가랏!                    "
"1742","설국열차",10,"2013-08-01","10.0오~재미있었어ㅇㅎㅎㅎ                    "
"1438","세브린느, 38년 후",2,"2014-11-25","2.0이상한 닭 한마리면 만족하겠습니까?                    "
"8872","인터스텔라",9,"2014-11-07","9.0SF 라기보다 진한 감동의 휴먼드라마                    "
"5750","국두",10,"2013-12-24","10.0장예모 감독중 최고의 걸작이 국두라고 생각한다.가장 중국적이고 가장 리얼리티가 살아있는 비극적 스토리와 연기,배경..모든게 티 없이 순수한 초창기 장예모 감독의 본모습이 총체적으로 드러난 영화가 바로 국두다..                    "
"8701","박수건달",1,"2013-01-30","1.0개취겠지만... 정말이지 ..보다보다보다보다보다보다보다... 이런 영화를 시간들여 돈들여 본 거에 후회했다.. 시간 아다리가 안맞아서 본 영화지만 끝은 어떨까  그거하나 때문에 본 영화네. 1점 쏘겠다는                    "
"3884","좋은 친구들",9,"2014-08-17","9.0마지막 2% 가 아쉽다화룡정점을 찍지 못한 아쉬운 엔딩                    "
"5134","전국노래자랑",10,"2013-05-06","10.0가족과 함께 웃고 즐길수있는 영화....김인권님 연기가 멋지네요.....코믹과 기로.....                    "
"9700","해머 오브 더 갓",3,"2013-10-10","3.0감독이 무슨생각으로 영화를 만든지 모르겠다.                    "
"8069","타워",8,"2012-12-25","8.0특효, 컴그래픽은  역대 국내 최고수준.뻔한 결말인걸 알면서도 시종일관 집중해서 보게 만드는 능력은 좋았음...김인권,이한위는 감초중의 감초ㅋㅋㅋ                    "
"3463","일대종사",4,"2013-03-26","4.0미장센하나. 그리고 상투적 미장센 둘                    "
"952","버드맨",3,"2015-03-06","3.0평론가나 재미 있을까!!!!난 잼 없다!!!                    "
"9266","방황하는 칼날",10,"2014-04-11","10.0재미도 있지만 생각할 게 많아 좋았던 영화였네요 정재영 연기가 일품~                    "
"4123","다이빙벨",10,"2015-01-31","10.0저도 속고 있었더군요. 언론에 속고 있었습니다. 아무도 이런 내막을 알려 주지 않았으니까요. 다이빙벨은 실패가 아니었다는 사실을 이제야 알았습니다. 이건 반드시 봐야 합니다. 마지막 부분에서 명확히  진실이 나와 있군요. 다이빙벨이 실패해야만 했던 집단이 있었던 것입니다.                     "
"5025","감시자들",8,"2013-07-16","8.0영화내용 설명해주다가 한효주 이름 생각안나서 들러왔는데 평점 왜이럼??난 완젼 잼있었는데..생각하게되고..두뇌싸움하는 경찰들 ..굿인뎅??!!참~                    "
"7138","패딩턴",9,"2014-12-30","9.0[시사회를 보고] 아이들 영화라고만 생각하고 기대안했는데 정말 즐겁게 웃으면서 봤네요. 강추합니다.                    "
"2952","이미테이션 게임",6,"2015-03-02","6.0끌리는 소재..무지막지한 캐스팅..그런데.. 무슨 얘기를 하는 건지..동성애 얘기라고 하기에는 기승전이 없는데..결만 간 듯하고..전쟁 상황의 숨겨져있던.. 암호 해독 이야기라고 하기에는 .. 막 육상 트랙을 질주 하다가..결승선 없이 끝나버린 느낌이랄까..                     "
"8839","볼링 포 콜럼바인",10,"2013-03-02","10.0""로저와 나""만 빼고 무어 영화 이제 다 봤다 ㅋㅋ.                    "
"760","클로즈드 노트",0,"2015-02-25","0.0베츠니...                    "
"6232","설국열차",0,"2013-08-02","0.0이런 영화를 왜 만들었는지..돈 처들여서....                    "
"6992","소원",10,"2013-10-03","10.0처음으로 평점남겨봅니다. 이 영화가 하고자하는말, 명대사라고 생각해요..술취해서 운전하는건 죄고 술취해서 애가 죽기전까지 가는건 실수고...이 나라 법이 원망스럽습니다                    "
"1988","노래 혼 - 연어 합창단의 하모니",8,"2012-12-22","8.0잔잔하면서 따듯하다.                    "
"258","롤플레이2 : 동침",4,"2014-02-26","4.0헐!!!!!!! 만 나옴                    "
"9806","명량",10,"2014-08-12","10.0극과 극의 반응! 주위 어떤 분은 초반에 졸았다고 하고 어떤 분은 별로다. 라고도 했지만 난 정말 최고였다.  감동이고 가슴이 뭉클했다.  음향이 큰 역활을 했고 이순신장군 그분이 우리의 조상임에 감사했다.  이순신장군의 후손을 찾아서 감사하고픈 마음이 생길 정도였다.  각자의 감동을 알바니~ 마케팅이니~ 하지마셔                    "
"3921","오늘의 연애",10,"2015-01-29","10.0지루하지  않고     상큼발랄해서      유쾌했어요.                    "
"4296","깡철이",3,"2013-10-04","3.0유아인 연기력만 인정                    "
"6336","요술",10,"2013-04-07","10.0이 영화 꽤 좋은데 평점이 너무 낮다. 구혜선에 대해 다시 생각하게 하는 좋은 영화다. 두번째 보고 있다. 두번 째 보니 더 좋다.                    "
"4497","변호인",10,"2013-12-22","10.0감동!!                    "
"8743","다이빙벨",10,"2015-01-30","10.0이건 꼭 돈내고 봐야 하는 영화. 슬프다 슬퍼~                    "
"5076","지슬 - 끝나지 않은 세월2",5,"2013-06-11","5.0일제때는 쪽바리에게 억울하게 죽어가고, 동족의 비극땐 국군에겐 빨갱이로 몰려서 죽고, 빨갱이에겐 남조선 자본주의 사상에 물든 괴뢰로 몰려서 죽었을게 뻔한 억울하게 죽어간 영혼을 달래기엔 솔직히 감정이입이 힘들게 제작되고 지루하게 만들어진 전쟁의 아픔을 그린 영화!!                    "
"7852","엘리시움",8,"2014-06-16","8.0스토리  개안네요 재미있어요 친구딸때문이 아니라 지구에 있는 모든사람때문에 희생 하지않았나  보면서 느꼈네요 머 사람마다 다다르니까 .....암튼~잼게 봤네요                    "
"5595","명량",10,"2014-08-13","10.0이영화가 완전 강렬하게 느껴진다. 계속 보고 싶을 정도로 중독성이 큰 영화다 ^^                    "
"2797","명량",10,"2014-08-20","10.0영화 완전 재미있네요                    "
"303","7번방의 선물",9,"2013-12-25","9.0크리스마스날 집에서 다운받아 봤는데 소원이 귀요미^^                    "
"7009","오늘, 사랑을 시작합니다",6,"2013-06-09","6.0진짜 10대영화다 ㅋ 20대 부터는 보면서 손발이 오글거릴지도 ㅎㅎㅎㅎ                    "
"9323","씬 시티: 다크히어로의 부활",1,"2014-11-08","1.0그래, 영화 제작이 자꾸 지연되고 무산될 때 눈치를 챘어야 했다. 이미 영상과 연출은 전작에서 다 써먹었던 거라 그 충격이나 영상미가 보존될 리 없고, 전편에서 보여왔던 이야기가 중첩되면서 쌓인 시너지가 여기선 절대로 보이지 않는다. 조셉 고든 래빗은 반전 보일 것 같은데 반전이 없는 게 반전이었다 ㅋㅋ                    "
"1823","캐리비안의 해적 : 망자의 함",9,"2014-05-06","9.0재치있는 주인공이라도.....                    "
"1202","7번방의 선물",7,"2013-02-11","7.0내용은 뻔하지만 점수를 많이 줄수 있는건 배우들의 연기가 탁월했기 때문이다. 류승룡외 연기가 진짜 대박.. 눈물이 나올수밖에 없게 만들기도 하고. 그렇다고 너무 울기만 하지도 않고 적절히 유머도 넣어서 웃었다 울었다를 반복하게 된다. 그 매력때문에 사람들의 입소문이 많지 않나 생각한다.                    "
"7576","카트",10,"2014-11-13","10.0같이 관람했던 여고생들이 엄마생각나서 눈물났다는  말에 나도 같이 울컥했다.                    "
"767","잘 알지도 못하면서",9,"2014-07-30","9.0감독님과 술 한잔 하고 싶군요평소 제가 바라보는 세상을 있는 그대로 꾸밈없이 영상에 옮겨 놓았네요                    "
"6253","인 타임",8,"2013-09-16","8.0거대자본을 씹으려는 주제의식을 추구하려 했으면 각본을 좀 더 치밀하게 만들었어야 했고 재미를 추구했다면 액션신을 더 강화했어야 했는데 결국 이도저도 아닌 어정쩡한 영화가 되고말았다.미래사회의 설정이 매혹적인 이영화는 개인적으로 저메키스 같은 감독이 개연성을 보충하여 정치영화로 리메이크했으면 좋겠다                    "
"5689","프로메테우스",5,"2014-11-05","5.0마지막 에이리언 의 탄생                    "
"4479","변호인",10,"2013-12-19","10.0너무나도 상식적인 이야기가 감동으로 받아들여졌던 과거.  그러나 그것이 단지 과거만의 이야기가 아니라는 점에서 비애를 느낀다.  불을 뿜는 송강호의 연기가 너무 좋았다.                         "
"1115","잭 라이언 : 코드네임 쉐도우",10,"2014-01-23","10.0흥미로운 스토리와 스피디한 전개ㅎㅎ지루할 틈이 없었다                     "
"9098","늑대와 춤을",0,"2013-10-31","0.0견고한 스크린쿼터와 직접배급에도 논란이 있었던 시절에 국내에서도 대중적으로 잘 알려진 명작                    "
"2466","늑대소년",5,"2013-01-19","5.0어린 여성들을 위한 변태 판타지 영화 ㅋ                     "
"2292","어메이징 스파이더맨 2",10,"2014-05-21","10.0너무너무 재밋고 스파이더맨 광 팬이 됬어요                    "
"4552","해적 : 바다로 간 산적",9,"2014-08-06","9.0완전 재미있음 ㅎㅎ 김남길 역시 멋짐 목소리도 넘 좋음 ^^                    "
"4945","설국열차",9,"2013-08-03","9.0시스템의 변혁이 아닌, 파괴!                    "
"8481","26년",10,"2012-12-21","10.0전개가 빨라서 지루한 줄 모르고 봤습니다.                    "
"1727","퍼스트 어벤져",4,"2013-06-02","4.0<어벤져스>로 가기 위한 작은 다리                    "
"3335","레바논 감정",7,"2014-06-27","7.0이 영화를 보고 난 후 내 감상평도 레바논에 간거 같다.                    "
"8983","변호인",10,"2014-01-02","10.0인간이 살아가는 이유를 생각해 봤습니다                    "
"1273","퍼시픽 림",0,"2013-08-05","0.0그래픽 머가 쩐다는건지?? 로봇이랑 괴물이랑싸울때 80년대 어린이영화가 떠오르네                      "
"839","베스트 오퍼",8,"2014-06-14","8.0씁쓸                    "
"169","악마는 프라다를 입는다",7,"2014-11-10","7.0명불허전 메릴 스트립! 댓츠올.                    "
"6376","이블 데드",5,"2013-07-25","5.0드럽고 여기저기 잘리고 잔인하기만하다                    "
"6072","패션왕",0,"2014-11-25","0.0아 진짜 돈부고 보기 아까움왜 내가 이걸 영화관에서 보고 있나 생각하다가 난생 처음으로 중간에 나온 영화                    "
"670","덕수리 5형제",9,"2014-12-05","9.0기대안하고 보면 잼나는 영화에요~~에필로그 까메오들 보는 재미가 쏠쏠하죠~~~                    "
"6578","변호인",10,"2013-12-30","10.0송강호님 연기도 자연스럽지만 김영애님 연기가 최고입니다... 김영애님 장면에서 눈물터짐.... 대박!!!                    "
"2612","루시",10,"2014-09-03","10.0간만에 영화같은 영화나온듯.. 거기에 최민식까지!! 컇                    "
"1037","나비효과",10,"2014-05-17","10.0개존잼                    "
"5138","하이힐",2,"2014-09-20","2.0장진은 좋지만 장진 영화는 싫다                    "
"7684","이프 온리",9,"2013-09-13","9.010대때 봤을 때는 감흥 없었는데 20대가 되어서 다시 보니 느낌이 다르네요..문득 주위 사람이 소홀하게 느껴질 때 보면 좋을 영화인 것 같아요.                    "
"3628","변호인",10,"2013-12-24","10.0가볍지 않은 영화.. 송강호 연기도 최고                    "
"801","디바이드",7,"2014-07-25","7.0고립된 상황하 약육강식이 실현되는 본능적 인간모습을 그리려 했나본데, 뭐 전달하려는 메시지는 알겠으나 상황설정이 어설프다. 갑갑하고, 여자의 적자생존에 적응한 용맹함에 비해 샌님같은 답답한 남자 두명은 더욱 답답하게 만들어, 죽어도 싸다는 결론에 닿았다. 여자는 생체실험 당하지 않게 뉴욕을 빨리 벗어나길..                    "
"5997","몬스터",7,"2014-03-23","7.0나름 병맛 코메디나 스릴은 괜찮았음. 다만 뭔가 아주 과한 느낌에 조합이 안이루어진다고 할까나?                    "
"1495","청춘학당: 풍기문란 보쌈 야사",0,"2014-04-10","0.0제 점수는요~~~~~                    "
"7756","개를 훔치는 완벽한 방법",9,"2015-01-11","9.0아이들과 보고싶었는데 상영시간이 너무 빠르거나 늦거나ㅠㅠ 영화는 재미있어요.                     "
"8541","안나 카레니나",6,"2013-03-14","6.0장면장면 멋있긴하지만 약간지루했네요...                     "
"8257","신세계",10,"2013-02-28","10.0여자고 느와르 별로 안좋아하는데, 신세계는 진짜 잘 만듦. 황정민 연기 대박~ 그냥 깡패임. 이정재 멋있다는 생각도 모래시계 이후로 처음함. 최민식은 그냥 늘 너무 연기를 잘하시니까 평타같은 느낌. 잔인하긴하지만 적절히 화면을 돌려서(?) 직접적으로 잔인한 장면은 많지 않음. 돈 아깝지 않음!! 추천!!                    "
"9808","파라노만",5,"2013-01-31","5.0저 이미 봤는데 조금 그래요..귀신나오고 유령나오고..좀 그러네요..                    "
"1099","은밀하게 위대하게",10,"2013-06-14","10.0김수현 짱 최고 완전 멋찜!!!!!                    "
"3724","비긴 어게인",10,"2014-09-10","10.0짱                    "
"5788","국제시장",0,"2014-12-18","0.0해운대처럼 언플해서 울궈먹으려하지마라진짜 꼴보기 싫은 코미디에 억지감동이 개쩐다나중에 눈물은 흘릴것이다 돈이 아까워서....!!!!!!!!                    "
"734","숨바꼭질",4,"2013-08-21","4.0손현주 때문에 봤는데 티비에서 너무나 익숙해서인지 영화와는 쫌~ 2부작 티비 드라마 본 느낌 ~ 최근 본 영화 중 젤로 실망큼! 글두 손현주씨는 좋다                    "
"4848","오스카 그랜트의 어떤 하루",10,"2014-02-27","10.0제목처럼 어떤하루였다는게 마음이 아프다. 최고의 영화 ㅠ                     "
"6771","해무",9,"2014-08-22","9.0대체로 잘만든 영화이나 치밀한 심리묘사가 아쉽다소소하게 재밌고 또 스릴러처럼 무섭다나름 괜찮았지만 마지막 장면은.....뭔가 안맞은 퍼즐을 끼워놓은듯                    "
"6116","킬 유어 달링",9,"2014-11-08","9.09점은 줄수있는 영화....조타....                    "
"1228","뜨거운 안녕",7,"2013-06-03","7.0슬퍼요. ㅠㅠ 눈물이 필요하다면~ 혼자서도 가능.                    "
"2708","조선미녀삼총사",5,"2014-02-07","5.0...하지원 짱깨 역사 왜곡 드라마 찍어대더니 ..딱 그수준이다 킬링 타임용 돈아까워..                    "
"5773","신세계",8,"2014-04-25","8.0별네개..괜찮았음 스토리.연기                     "
"5883","룰스 오브 인게이지먼트",7,"2014-02-16","7.0소재는 괜찮았으나 지금 보기엔 거부감이 심하다. 영화 내내 미국이 한가득                    "
"9047","그래비티",5,"2013-10-18","5.0이건 아니지 싶다...영상.. 열연.. 감독의 역량.. 다 떠나서 영화의 가장 기본요소인 재미가 없다..지루함의 끝                    "
"2514","내 심장을 쏴라",7,"2015-01-29","7.0승민이는 안나프루나에 갔을까요~~??승민이가 안나프루나에 갔으면 하는 영화였고..기대이상은 아니었지만 볼만은 했습니다..이민기는 뭘 해도 잘~알 생겼네요~~^^                    "
"2117","역린",10,"2014-05-02","10.0조선의 멋진 왕~정조 그의 고뇌와 심연의 슬픔을 현빈이 새롭게 재해석해서 멋졌어요 요즘 사극들이 시시한 웃음코드로 함씩 웃기는걸로 표현하는데 이 영화는 가벼운 웃음기없이 진중하면서 묵직하니 잘표현해서 너무 좋았어요 정조를 이해하기에 너무도 좋았습니다                    "
"470","국제시장",10,"2014-12-30","10.0명불허전 좌음 ㅋㅋㅋ                    "
"8923","오늘의 연애",10,"2015-01-16","10.0오늘의 연애 ~~ 보고나서 다시 보고싶고 계속 계속 생각남 ㅋ이승기 ~~ 완전 내스타일 ~~                    "
"128","7번방의 선물",10,"2013-02-25","10.0감동적....주위사람들다울음                    "
"9054","카모메 식당",7,"2014-10-27","7.0식당에서 일어나는 평범한 일상을 다룬 영화                    "
"6769","인간증발",6,"2013-09-06","6.0그 여배우의 대답은 거절 혹은 진실 !!                    "
"5794","더 울프 오브 월 스트리트",10,"2014-01-21","10.0실화를 배경으로 했다고 하는데 이게 사실이라니..조던 벨포트 정말 대단한듯..                    "
"6369","멜랑콜리아",8,"2013-02-18","8.0바그너 그리고 죽을것같다 정말좋았지만 에너지를 다뺏겨지침                    "
"1340","테이큰 3",0,"2015-02-01","0.0삼세번이면 족하다.                    "
"902","싱글맨",7,"2014-09-21","7.0삶의 희망이 있는 모습과 사라진 모습을 잘 그렸다. 희망이 필요할 때는 없더니 희망을 찾으니 잃게 된다.                    "
"5051","스토커",7,"2013-03-05","7.0헐리웃에서 만든 박찬욱표 영화...좋은 데 이런 장르는 대중적인 사랑을 폭넓게 받기에는 한계가 있는 것 같다. 의외로 이게 뭐야 라고 허탈한 표정으로 나오시는 분들도 꽤 있었던 듯  ㅋ;                    "
"9074","변호인",9,"2013-12-30","9.0재밌게 잘봤어요                    "
"2707","해적 : 바다로 간 산적",10,"2014-08-06","10.0재미있어요 손예진 김남길 짱                    "
"4960","명량",8,"2014-08-27","8.0어떻게 하다 두 번 봤는데도 재밌게 봤네요 ^^                    "
"438","우리 선희",5,"2013-09-13","5.0평균점수 드리지요좀 약하네요                    "
"8621","열한시",6,"2013-12-01","6.0정재영씨 연기공부좀 더하세요 연기스타일이 다똑같냐                    "
"7319","스파이",5,"2013-09-24","5.0어디서 많이 본거같은 장면들 이야기들 재미있지만 추석에 특집영화로 보고싶다                    "
"3822","레미제라블",10,"2013-01-18","10.0눈물이 주르륵 주르륵                    "
"747","다이빙벨",10,"2015-02-01","10.0팩트티비 고발뉴스 합동 방송을 보았어도 몰랐던 부분을 보니 화가난다.이종인 대표에게 화살표를 던지지 말고 진실을 감추고 있는 그 사람에게 화살표를 던져라.                    "
"4475","뒷담화 : 감독이 미쳤어요",5,"2013-03-02","5.0출연 배우만해도 14명인데다가 촬영장의 스텝들의 이야기에서부터 방문한 손님들의 이야기까지를 90분안에 담아내기가 너무 힘겨워 보이더라구요. 간단히 표현하자면 90분짜리 메이킹 필름이랄까요?? ^^;;                    "
"1447","월드워Z",10,"2013-06-24","10.0진짜 재밌다. 강추~                    "
"4338","아이언맨 3",2,"2013-04-25","2.0방금 cgv에서 조조로 영화 보고 왔다...결론적으로 정말 재미 없었다...뻔한스토리... 그리고 오탁쿠처럼 마지막 앤딩크래딧 끝나고 까지 남아서 봤는데...개 낚시였다... 지금까지 본 아이언맨 쓰리즈 중에서 제일 재미 없었다...                    [2]                    "
"1834","트라이앵글",7,"2013-07-19","7.0다른사람들 관람평보면 마지막 교통사고 났을떄 아들죽고 엄마는 살아서 다시 배탄다고 생각들 하는 모양인데... 아니다차가 뒤집어졌는데 어떻게 엄마만 터럭하나 안다치고 멀쩡하냐다른건 그럭저럭 넘어가더라도 이부분은 말이 안됨엄마도 죽었는데 갑자기 멀쩡한 엄마가 또 하나 나타나서 반복된다는건가....                    "
"7996","하이힐",10,"2014-06-29","10.0평점이 별로라 고민하다 봤는데...전 정말 좋았어요 올해 본 영화 중에 최고였어요!믿고보는 차승원!!                    "
"2998","타임 패러독스",7,"2015-01-15","7.0흔한 패러독스를 이렇게 진지하게 만들 수 있다니.                     "
"6892","트랜스포머 : 패자의 역습",10,"2014-12-21","10.0샤이아라보프와 메간폭스 나왔던 1편이 제일 낫고 출연진바뀌면서부터 이상해짐. 내용도 너무 억지로...4편은 최악.근육질아저씨보다 샤이아라보프같은 타입의 남주를 써야지.                     "
"7172","황해",4,"2015-02-01","4.0괜찮게 시작하지만 뒤로 갈수록 결점이 너무 많이 보인다                    "
"4100","상의원",7,"2014-12-27","7.0천재를 이길 수 없는 범인의 서글픈 질투는 아마데우스 이후 익숙한 서사, 황형을 죽인 무수리 아들 영조의 광기도 재탕의 느낌을 주지만, 화려하고 유려한 한복의 색채와 곡선미, 우아하고 슬픈 여린 중전의 눈물 가득 맑은 눈, 컴플렉스에 절규하는 어침장과 주상, 그리고 사람 좋은 미소의 야인과 조연들의 깨알 재미도.                    "
"6444","몽타주",6,"2013-05-20","6.0내가 이렇게 평점 잘 안남기는데요... 조금 실망입니다. 예고편에 낚이시는 분들 없기를....                    "
"1305","우리는 형제입니다",10,"2014-10-24","10.0배우들의 연기가 짱.    웃디가 울다가   여운과 생각이 남는  영화  ㅡ  우리는 형제입니디  ^^                    "
"2761","인터스텔라",10,"2014-11-06","10.0놀란의 상상력과 함께 할 수 있어 행복하다.                    "
"3803","변호인",10,"2013-12-19","10.0분명 1980년대 이야기를 담은 영화를 보고 있는데 2013년 현재 우리나라 상황이 그대로 겹쳐져서 영화를 보는 내내 암담하고 서글프더라. 가장 기본적인 정의를 지키며 살기에도 벅찬 세상이 다시 오고 있으니 겨울은 점점 춥고 깊어진다.                     "
"8432","레지던트 이블 3 : 인류의 멸망",6,"2013-01-11","6.0킬링타임용                    "
"5282","친구2",6,"2013-12-31","6.0아직 날은 살아있는데 휘두른 방향이 잘못됐다.                    "
"9816","니코 : 산타비행단의 모험",10,"2012-12-26","10.0겨울방학 안성맞춤!! 애들이랑 봤는데 다들 좋아하네요 귀요미 캐릭터가 넘 이뻤어요!!                     "
"3368","인 어 베러 월드",10,"2013-04-21","10.0tv돌리다가우연히보게되었는데덴마크영화라는낮선느낌이있었지만복수와용서라는주제에대해진지하게생각해보는계기가되는영화였다.약간라이프오브파이같은..인간의본질에대해생각해보게되는영화다                    "
"773","그렇게 아버지가 된다",8,"2014-05-04","8.0아이들만 성장하는게 아니다. 부모도 성장한다.                    "
"3906","위대한 비밀",9,"2013-12-01","9.0감춰진 그를 생각하니 마음이 아프다...                    "
"347","로보캅",10,"2014-02-13","10.0영화가 전해주는 인상깊은 메시지, ""아무리 첨단화된 기술일지라도 인간의 영혼과 정신을 지배하지 못한다""                    "
"5529","역린",3,"2014-05-01","3.0참... 할말없다                    "
"8599","무서운 이야기 2",1,"2013-06-06","1.0ㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋ 내돈 ㅋㅋㅋㅋ왜 장르가 공포죠? 코미디 아닌가요?공포영화보러갔는데 개그물 보고왔네무섭고 진지한 분위기는 오래 가지도않고그나마도 억지스럽게 공포분위기 이어가는 분위기                    "
"4698","조선명탐정 : 사라진 놉의 딸",8,"2015-02-22","8.0가족이 보기에   무난한 영화                    "
"4576","300 : 제국의 부활",6,"2014-03-04","6.0멋있어 보이고 싶어서 정말 애쓴다                    "
"6964","인터스텔라",10,"2014-12-03","10.0정말 후세를 ......사랑으로........                    "
"4066","노벨스 라스트 윌",6,"2012-12-28","6.0나름 잘 맹글었음...                    "
"1095","명왕성",8,"2015-02-03","8.0명왕성 열 아홉에 짐승이 되다                    "
"6226","지.아이.조 2",7,"2013-04-04","7.0액션, 오락영화치곤 액션 하나는 끝내줌!! 그냥 그걸로 만좀함ㅋㅋㅋ                    "
"7182","청춘예찬",10,"2014-01-25","10.0주인공 태평 역  하신분,  꼬~옥 대박나세요영화잘봤습니다                    "
"524","퍼시픽 림",1,"2013-11-02","1.0범블비가 더강할듯~~~                      "
"7293","내 머리 속의 지우개",10,"2013-05-21","10.0미국에서 이영화 리메이크 한다던데? 과연 여주는 누가될까....                    "
"9434","닌자터틀",7,"2014-11-08","7.0좀 조잡하고 산만한 느낌인 가운데 코믹적인 요소는 괜찮았다..                    "
