"","movieTitle","score","regDate","wom"
"2767","빅매치",9,"2014-12-20","9.0이종격투기 응용한 격투신은 신선해서 좋던데.가벼운 유머와 액션 위주의 전개 나쁘지 않았는데 전체적으로 액션팬이라면 볼만하다는 생각                     "
"5207","제3성전",10,"2013-11-22","10.0엘 엘로헤 이스라엘                    "
"4627","설국열차",10,"2013-08-02","10.0생각잘하면서 보면 잼난영화                    "
"130","월터의 상상은 현실이 된다",9,"2014-03-14","9.0좀처럼 접하기 힘든 풍광과 그에 걸맞는 음악, 하루하루 무료하게 살아가는 우리에게 많은것을 던져주는 벤 스틸러 땡큐~!                    "
"2938","호빗 : 스마우그의 폐허",8,"2014-01-06","8.01편보다 2배이상 재미있었다. 정말정말 재미있었다. 그래도 자꾸 반지의제왕이 생각나는 건 어쩔 수 없다ㅠㅠ                    "
"7905","미스터 브룩스",7,"2013-08-04","7.0영화속에서 엉덩이를 자주 보여주던 케빈 코스트너가 이번에는 살인마로 나온다. 사람들이 왜 살이하고자 하는 생각을 가질까.... 그는 나fn 사람 ? 유명한 배우 두명이 나와서 점수 드려요 ~                    "
"631","감시자들",10,"2013-07-20","10.0이야기구성도 좋았고 배우들의 연기력도 잘 배역에 녹아들어 영화가 자연스러웠다. 효주가 보이시하면서도 갑톡 귀여운모습이 남성적인영화에서 또하나의 볼거리인듯                    "
"7835","해무",0,"2014-08-26","0.0안볼영화다보니 꽝.                    "
"4120","더 울버린",2,"2013-10-31","2.0그나마 휴잭맨 때문에 별 한개 줌. 스토리 허접, 개연성 제로. 왜 이따위 영화에 울버린을 갖다붙이고 아까운 휴잭맨의 필모그래피에 오점을 남기게 하는지. 이 감독은 엑스맨시리즈와 아무 관계 없는 감독임. 일본 돈이 그렇게 좋더냐 ㅉㅉ                    "
"182","8월의 크리스마스",10,"2013-11-11","10.0십 수 년전에 왜 이렇게 싱거워라면서 툴툴거렸던 중학생이었던 나, 서른이 되어 다시 이 영화를 보면서 흐느꼈다. 고마워요 재개봉! 10년을 주기로 한 번씩 재개봉했으면 좋겠다.                     "
"8268","주먹왕 랄프",10,"2013-03-03","10.0예상하지 못한 감동ㅠㅠ                    "
"7575","올드보이",10,"2013-03-07","10.0b                    "
"9448","웜 바디스",5,"2013-05-15","5.0예고편에 낚인 영화... 미국식 개그? 개그가 있었나...-_-? 그냥 영화내용자체가 아무것도 없음..그나마 테레사 팔머가 이쁘게 나와서.. 끝까지 봄ㅋ                    "
"6225","지슬 - 끝나지 않은 세월2",10,"2013-03-22","10.0보고나서 자리를 금새 뜰수없게 만드는 영화.... 흑백톤의 영상이라서 슬픔을 더 극대화하는듯해..                    "
"64","관상",10,"2013-09-12","10.0송강호, 조정석 콤비 최고! 한참을 웃다 가슴찡하다 그러고 왔네요.                    "
"4010","패션왕",10,"2014-11-28","10.0볼만했는데 평점이 너무 낮네요~                    "
"4383","마제스틱",0,"2014-12-05","0.0ㅠㅠ                    "
"6423","살인의 추억",10,"2013-11-11","10.0근접했던게 추격자인데   언제또 나오려나 ..  미친명작 ..                    "
"6208","어벤져스",10,"2013-07-17","10.0good 빨리 2가 나왔으면                    "
"4439","호빗: 다섯 군대 전투",10,"2014-12-26","10.0처음엔 1,2편이 기억이 안나서 헷갈렸는데..점점 이해가 가고~ 생각이 나고~ 보실뿐들은 전편 내용 참고 하고 가시는게 나을듯..ㅋㅋ그리고 난 전투신도 좋았고, 흥미롭게 봤다..!!                    "
"6702","엔터 노웨어",7,"2013-01-06","7.0기묘한 이야기 미국판 정도의 시놉시스로 영화는 치밀하고 관객은 몰입한다                    "
"1975","소피의 선택",7,"2013-07-04","7.0여운이 많이 남는 영화다. 물론 자타가 공인하는 최고의 배우인 매릴스트립이지만 원작에서의 표현처럼 눈부시게 아름다울 정도의 외모는 아닌것 같다. 여기서 여주인공의 외모는 중요한 요소인데 너무 연기력으로 섭외를 한것같아 아쉽다.                    "
"1118","변호인",10,"2013-12-23","10.0과거인줄 알았는데 현재진행형이라  더 아픈 영화!                    "
"7295","더 인터뷰",5,"2015-01-02","5.0로드맨 생각남..ㅋㅋ                    "
"8413","황혼의 사무라이",10,"2014-04-30","10.0일본 영화 중에 걸작이 참 많네요.                     "
"8827","디아틀로프",7,"2013-06-30","7.0흥미로운 소재에 나름 반전도 있는 작품이다. 하지만 마무리가 아쉽다. 디아틀로프 원정대 사건에 대한 명확한 설명이 부족하다. 의도적인건지 알 수는 없지만, 영화의 핵심으로 보이는 내용을 소흘히 하고 반전에만 몰두한 것 같아서 아쉬운 감이 있다.                     "
"2532","인디펜던스 데이",0,"2014-03-15","0.0재미없다                    "
"6200","폼페이: 최후의 날",10,"2014-02-20","10.0최고네요 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!                    "
"8000","소녀괴담",6,"2014-07-12","6.0재밋긴한데별로무섭진안네요 나고야보단공포감이떨어지고귀신도놀라기만할뿐무섭진안았어요글구갑툭튀가만아서스릴은넘치는거같네요잼잇게보구갑니다~                    "
"8374","트랜센던스",4,"2014-05-20","4.0감독의 욕심이 커서 좋은 소재를 망친 대표적인 예용의머리로 시작해서 열개의 뱀꼬리로 끝난 영화                    "
"5057","설국열차",10,"2013-08-03","10.0꿀잼                    "
"2592","열혈남아",8,"2014-01-21","8.0일반적인 깡패영화가 아닌..인간적인면을 보여주면서 마지막장면은 후회를 동반한 안타까움을 느끼게 한다.그리고 설경구님 의 리얼한 연기력, 나문희님 의 진심이 묻어나는 연기력..들이 너무 잘느껴지는 영화.                    "
"7545","서든 데쓰",8,"2013-06-09","8.0반담 나온 영화 중 제대로 짜임새 있는 영화 중의 한편.                    "
"4972","인랑",9,"2012-12-23","9.0영화로 만들었으면 좋겠다.                        "
"534","해무",9,"2014-08-15","9.0인간본성에 대한 성찰,깊이있는 리얼리즘                    "
"2526","월드워Z",10,"2013-06-24","10.0good. 평택.                    "
"7199","미하엘 콜하스의 선택",10,"2014-03-14","10.0영화의 내용/매즈미켈슨의 연기 어느것 하나 나무랄 수가 없었습니다.다시 한번 곱씹어가며 또 보고 싶은 영화였습니다.                    "
"6170","마이웨이",10,"2013-09-20","10.0이런 감동적인 대작을 낮은 평점에 속아 극장에서 안 본게 안타까울뿐이다.                    "
"2931","신의 한 수",10,"2014-07-05","10.0지금 상영중인 영화중에 최고다                    "
"5255","루시",6,"2014-09-10","6.0전체적인 내용은 신선했지만 중간 중간에 실망한 부분도 있고 결말도 허무하네요... 그래도 배우들의 연기는 좋았어요~                    "
"6338","변호인",10,"2013-12-20","10.0젊은 사람들이 많이 봤으면 좋겠네요!!                     "
"2854","트랜센던스",8,"2014-07-03","8.0전뇌화(공각기동대) 요런 내용에 관심이 많아서 나름 재밌게 봤는데, 만약 의식을 디지털화 할 수 있다고 하더라고 그게 과연 나라고 할 수 있을까.. 그냥 나의 복제일 뿐이라고 생각함.(현재의 나와는 다른) 그리고 베르나르 소설중에도 인간이 진화하다가 결국에 식물이 되는 머 그런것도 생각남 ㅋ                    [1]                    "
"1779","군도:민란의 시대",6,"2014-07-29","6.0음악은 꽝이고 내용전달도 별로고 후반엔 약간 지루하고 졸리기도하고,,,, 그간 봤던 영화중 실망이 제일컷음...기대가 너무컷나....?                    "
"3095","제로 다크 서티",10,"2013-03-11","10.0사실 이런 아픈 사실을 재미로 판단하기는 그렇지만 저는 개인적으로 재미있게 보고 왔습니다. 호불호가 갈릴만한 영화가 아닌듯                    "
"1185","혹성탈출 : 반격의 서막",2,"2014-07-13","2.0참나 심형애가났다 나오대 욕하고 나옴                     "
"2969","오늘의 연애",10,"2015-01-26","10.0나름 재밌게 봤음,                     "
"2615","세븐 파운즈",10,"2014-09-30","10.0감동적입니다.  주인공처럼 그런 삶을 실천할수는 없으나 타인을 돌아보며 배려하고 보듬을수 있는 인생을 살아야겠습니다.  남탓에 능숙하고 이기적인 것이 통념이 된 이세상에 진한감동을 주는 영화인것같습니다                    "
"4310","기다린다",6,"2014-05-30","6.0사소한 동정심만으로는 기다림을 대신할 수 없는 것 같다                    "
"4357","변호인",9,"2014-01-04","9.0허구로 가장한..실화를 바탕으로 한 영화...변호인, 다빈치코드....                    "
"127","은밀하게 위대하게",8,"2013-06-09","8.0캐릭터, 드라마, 음악이 과잉이지만, 재밌게 봤습니다.                     "
"1116","군도:민란의 시대",10,"2014-07-30","10.0별로기대안했는데보니깐내용도재미있고악역이였던강동원이하정우보다더눈에들어오네요ㅎㅎ이영화보시면후회안해요^^                    "
"2310","군도:민란의 시대",10,"2014-07-23","10.0평점 낮아서 맘비우고 갔는데 평점 너무 낮네요평점 올려주러 왔어요                     "
"7508","디어 한나",2,"2013-09-17","2.0분노하라 ! (어디까지) 치유하라 ! (어떻게)                    "
"2008","모범생",10,"2013-08-07","10.010대 성매매 꼭 사라져야 합니다 이 사회에 좋은영향을 끼치길!!                    "
"932","라스트 콘서트",10,"2014-08-05","10.0내생애 최고의 슬픈감동영화                    "
"6465","베를린",10,"2013-02-03","10.0마누님이랑 같이 재미있게 봤다. 하정우 뛰어났다. 한석규 역시 대단! 전지현의 연기는 만이 나아진듯...류승범이 더욱 악랄하였으면 하는 바램! 그래도 최고의 액션 영화라는 사실...                    "
"5846","가디언즈",10,"2013-07-28","10.0역시 드림웍스. 디지니에서 드림웍스로 갈아타게 되네요.정말 상상력이란... 이런 거구나 생각들게 하네요. (카덴저그와 디지니와의 관계가 어찌되어 가는지 궁금하군요. )                    "
"4611","타임 패러독스",10,"2014-12-07","10.0올해 본 영화 중에 단연 최고라고 말하고 싶습니다 꼭 보세요                      "
"5764","왕의 남자",7,"2013-12-07","7.0탄탄한 스토리가 흥미롭게 전개되는군                    "
"2012","그래비티",1,"2013-10-17","1.0정말 지루하기 짝이 없는 볼거리도 없고,내용도 없는 최악의 영화.차리리 외계인이나 우주괴물이라도 등장했으면 좋으련만.                    [1]                    "
"6418","강남 1970",9,"2015-01-21","9.0오랜만에 보는 한국형 액션입니다. 서사적인 부분이 아쉬운감이 있습니다만, 두배우 연기만으로도 화면을 가득채웁니다. 유하감독 엔딩역시 깊은 여운이 있꾸요. 70년대를 살지않아도 현재를 반영한듯 답답함이 전해져 뭔가 짠하네요                    "
"3606","박수건달",10,"2013-01-14","10.0훌쩍~^^*                    "
"8444","나를 찾아줘",1,"2014-10-28","1.00점은 줄 수 없어 1점 줌....단 한줄로 요약!!반전없고 무지하게 지루함!!요즘은 미국영화도 언플질 하나???여주가 사이코패스라서 스릴러 물인거야?대체 왜 스릴러임?다큐같더만...지루한게...                    "
"5808","극장판 베르세르크 : 황금 시대편 III - 강림",5,"2014-07-22","5.0극장판으로 만든 이유에 의문마저 드는 마무리.                    "
"7005","해적 : 바다로 간 산적",10,"2014-08-18","10.0전 초딩4학년인데 소소한 재미와 긴장감이 좋았습니다.                    "
"52","더 테러 라이브",10,"2013-08-07","10.0한시간 반이 삼십분처럼 후딱 갔어요!몰입도 짱..와                    "
"705","내 머리 속의 지우개",10,"2013-07-08","10.0정우성 너무 멋있게 나옵니다.. 연기력도 뛰어나구요~ 2시간 40분짜리 감독판 봤는데.. 길다는 느낌 없이 잘 봤습니다.. 내가 정우성 역이 었다면.. 과연 그렇게 할 수 있었을지... 감동과 더불어 많은 생각을 하게 하는 영화네요~ 재밌습니다..                      "
"3051","엘리시움",8,"2013-09-07","8.0지금 보고 왔는데 딱 8점이 맞다 질병 자동치료기가 옥의 티더만 개연성이 너무 낮아서 웃음이 나올 정도 - 여기서 몇몇 사람들 어이없어 픽 웃더라 그 외의 액션이나 스토리 연출 연기 좋았다 맷 데이먼 역시 연기파 배우                    "
"8514","자유의 언덕",9,"2014-09-09","9.0더 무섭고, 더 재밌어졌다. 정리가 전부 되지 않아서 다행. 다음이 기대된다!                    "
